#             R [au]           V(R) [eV]         s10(R) [eV]         s21(R) [eV]         s45(R) [eV]         s97(R) [eV]        s206(R) [eV]        s440(R) [eV]        s938(R) [eV]       s2000(R) [eV]
    1.163916391639E0    3.743073113823E1    6.447170189583E1    4.911612957575E1    3.937781719646E1    3.726542699512E1    3.742996153352E1    3.743073680880E1    3.743073113373E1    3.743073113396E1
    1.165016501650E0    3.719697518558E1    6.435369785949E1    4.890151223683E1    3.911999589900E1    3.703250984038E1    3.719595505602E1    3.719698030274E1    3.719697517735E1    3.719697518555E1
    1.166116611661E0    3.696398786492E1    6.423571419172E1    4.868704458213E1    3.886276884448E1    3.680050128622E1    3.696273684373E1    3.696399243239E1    3.696398781550E1    3.696398786144E1
    1.167216721672E0    3.673176700463E1    6.411775102832E1    4.847272760955E1    3.860613999453E1    3.656939541124E1    3.673030425656E1    3.673177103629E1    3.673176690037E1    3.673176699617E1
    1.168316831683E0    3.650031043886E1    6.399980850509E1    4.825856231699E1    3.835011331075E1    3.633918629405E1    3.649865465443E1    3.650031395297E1    3.650031028479E1    3.650031043002E1
    1.169416941694E0    3.626961600753E1    6.388188675780E1    4.804454970234E1    3.809469275478E1    3.610986801324E1    3.626778539725E1    3.626961902096E1    3.626961582163E1    3.626961600330E1
    1.170517051705E0    3.603968155633E1    6.376398592225E1    4.783069076349E1    3.783988228822E1    3.588143464742E1    3.603769384493E1    3.603968407879E1    3.603968136371E1    3.603968155631E1
    1.171617161716E0    3.581050493670E1    6.364610613423E1    4.761698649834E1    3.758568587271E1    3.565388027517E1    3.580837735738E1    3.581050696501E1    3.581050476388E1    3.581050493327E1
    1.172717271727E0    3.558208400578E1    6.352824752953E1    4.740343790478E1    3.733210746985E1    3.542719897511E1    3.557983329451E1    3.558208551814E1    3.558208387498E1    3.558208399743E1
    1.173817381738E0    3.535441662644E1    6.341041024394E1    4.719004598072E1    3.707915104127E1    3.520138482584E1    3.535205901623E1    3.535441757671E1    3.535441654985E1    3.535441661772E1
    1.174917491749E0    3.512750066727E1    6.329259441326E1    4.697681172404E1    3.682682054859E1    3.497643190595E1    3.512505188246E1    3.512750097927E1    3.512750064134E1    3.512750066308E1
    1.176017601760E0    3.490133400249E1    6.317480017327E1    4.676373613263E1    3.657511995343E1    3.475233429404E1    3.489880925310E1    3.490133356727E1    3.490133400229E1    3.490133400246E1
    1.177117711771E0    3.467591451204E1    6.305702765976E1    4.655082020440E1    3.632405321740E1    3.452908606871E1    3.467332848807E1    3.467591323306E1    3.467591449364E1    3.467591450867E1
    1.178217821782E0    3.445124008148E1    6.293927700852E1    4.633806493724E1    3.607362430213E1    3.430668130857E1    3.444860694727E1    3.445123791225E1    3.445124001628E1    3.445124007325E1
    1.179317931793E0    3.422730860204E1    6.282154835535E1    4.612547132905E1    3.582383716924E1    3.408511409222E1    3.422464199062E1    3.422730554177E1    3.422730848337E1    3.422730859342E1
    1.180418041804E0    3.400411797054E1    6.270384183603E1    4.591304037771E1    3.557469578034E1    3.386437849825E1    3.400143097804E1    3.400411405860E1    3.400411780806E1    3.400411796640E1
    1.181518151815E0    3.378166608944E1    6.258615758636E1    4.570077308112E1    3.532620409706E1    3.364446860526E1    3.377897126942E1    3.378166139969E1    3.378166590352E1    3.378166608941E1
    1.182618261826E0    3.355995086677E1    6.246849574212E1    4.548867043718E1    3.507836608101E1    3.342537849186E1    3.355726022469E1    3.355994550201E1    3.355995068292E1    3.355995086346E1
    1.183718371837E0    3.333897021616E1    6.235085643911E1    4.527673344379E1    3.483118569382E1    3.320710223665E1    3.333629520374E1    3.333896430250E1    3.333897005943E1    3.333897020804E1
    1.184818481848E0    3.311872205680E1    6.223323981312E1    4.506496309883E1    3.458466689710E1    3.298963391822E1    3.311607356651E1    3.311871573813E1    3.311872194619E1    3.311872204829E1
    1.185918591859E0    3.289920431343E1    6.211564599993E1    4.485336040020E1    3.433881365248E1    3.277296761517E1    3.289659267289E1    3.289919774586E1    3.289920425639E1    3.289920430933E1
    1.187018701870E0    3.268041491632E1    6.199807513534E1    4.464192634580E1    3.409362992157E1    3.255709740611E1    3.267784988279E1    3.268040826265E1    3.268041490317E1    3.268041491629E1
    1.188118811881E0    3.246235180129E1    6.188052735514E1    4.443066193353E1    3.384911966599E1    3.234201736964E1    3.245984255614E1    3.246234522545E1    3.246235179989E1    3.246235179803E1
    1.189218921892E0    3.224501290964E1    6.176300279512E1    4.421956816127E1    3.360528684737E1    3.212772158435E1    3.224256805283E1    3.224500657123E1    3.224501287871E1    3.224501290163E1
    1.190319031903E0    3.202839618818E1    6.164550159106E1    4.400864602692E1    3.336213542732E1    3.191420412885E1    3.202602373278E1    3.202839023694E1    3.202839610751E1    3.202839617977E1
    1.191419141914E0    3.181249958918E1    6.152802387877E1    4.379789652838E1    3.311966936746E1    3.170145908174E1    3.181020695591E1    3.181249415954E1    3.181249945811E1    3.181249958513E1
    1.192519251925E0    3.159732107041E1    6.141056979403E1    4.358732066354E1    3.287789262941E1    3.148948052161E1    3.159511508211E1    3.159731627599E1    3.159732090236E1    3.159732107038E1
    1.193619361936E0    3.138285859506E1    6.129313947263E1    4.337691943030E1    3.263680917480E1    3.127826252707E1    3.138074547132E1    3.138285452325E1    3.138285841209E1    3.138285859186E1
    1.194719471947E0    3.116911013178E1    6.117573305035E1    4.316669382654E1    3.239642296523E1    3.106779917672E1    3.116709548342E1    3.116910683828E1    3.116910995914E1    3.116911012388E1
    1.195819581958E0    3.095607365462E1    6.105835066300E1    4.295664485018E1    3.215673796234E1    3.085808454915E1    3.095416247835E1    3.095607115804E1    3.095607351534E1    3.095607364632E1
    1.196919691969E0    3.074374714307E1    6.094099244637E1    4.274677349909E1    3.191775812773E1    3.064911272297E1    3.074194381600E1    3.074374541948E1    3.074374705253E1    3.074374713905E1
    1.198019801980E0    3.053212858198E1    6.082365853623E1    4.253708077118E1    3.167948742304E1    3.044087777678E1    3.053043685629E1    3.053212755957E1    3.053212854255E1    3.053212858195E1
    1.199119911991E0    3.032121596162E1    6.070634906839E1    4.232756766434E1    3.144192980987E1    3.023337378918E1    3.031963895913E1    3.032121551526E1    3.032121595722E1    3.032121595846E1
    1.200220022002E0    3.011100727758E1    6.058906417863E1    4.211823517647E1    3.120508924986E1    3.002659483876E1    3.010954748443E1    3.011100722351E1    3.011100727033E1    3.011100726979E1
    1.201320132013E0    2.990150053085E1    6.047180400275E1    4.190908430545E1    3.096896970461E1    2.982053500413E1    2.990015979210E1    2.990150063178E1    2.990150048600E1    2.990150052265E1
    1.202420242024E0    2.969269372773E1    6.035456867653E1    4.170011604919E1    3.073357513575E1    2.961518836389E1    2.969147324205E1    2.969269376869E1    2.969269363245E1    2.969269372376E1
    1.203520352035E0    2.948458487986E1    6.023735833577E1    4.149133140558E1    3.049890950490E1    2.941054899664E1    2.948348519421E1    2.948458470072E1    2.948458473860E1    2.948458487983E1
    1.204620462046E0    2.927717200418E1    6.012017311625E1    4.128273137252E1    3.026497677367E1    2.920661098097E1    2.927619300846E1    2.927717149456E1    2.927717183334E1    2.927717200108E1
    1.205720572057E0    2.907045312294E1    6.000301315377E1    4.107431694789E1    3.003178090369E1    2.900336839550E1    2.906959404474E1    2.907045221688E1    2.907045294557E1    2.907045311526E1
    1.206820682068E0    2.886442626366E1    5.988587858412E1    4.086608912960E1    2.979932585658E1    2.880081531881E1    2.886368566294E1    2.886442493439E1    2.886442610420E1    2.886442625557E1
    1.207920792079E0    2.865908945915E1    5.976876954309E1    4.065804891554E1    2.956761559396E1    2.859894582952E1    2.865846522298E1    2.865908771376E1    2.865908933812E1    2.865908945522E1
    1.209020902090E0    2.845444074745E1    5.965168616646E1    4.045019730360E1    2.933665407744E1    2.839775400621E1    2.845393008477E1    2.845443862169E1    2.845444067624E1    2.845444074742E1
    1.210121012101E0    2.825047817187E1    5.953462859003E1    4.024253529168E1    2.910644526865E1    2.819723392749E1    2.825007760823E1    2.825047572485E1    2.825047814746E1    2.825047816882E1
    1.211221122112E0    2.804719978093E1    5.941759694959E1    4.003506387767E1    2.887699312920E1    2.799737967196E1    2.804690515325E1    2.804719708994E1    2.804719978068E1    2.804719977335E1
    1.212321232123E0    2.784460362837E1    5.930059138093E1    3.982778405947E1    2.864830162071E1    2.779818531822E1    2.784441007976E1    2.784460078365E1    2.784460361192E1    2.784460362037E1
    1.213421342134E0    2.764268777314E1    5.918361201984E1    3.962069683498E1    2.842037470481E1    2.759964494487E1    2.764258974767E1    2.764268487266E1    2.764268771385E1    2.764268776925E1
    1.214521452145E0    2.744145027938E1    5.906665900211E1    3.941380320208E1    2.819321634312E1    2.740175263051E1    2.744144151688E1    2.744144742365E1    2.744145017086E1    2.744145027934E1
    1.215621562156E0    2.724088921639E1    5.894973246353E1    3.920710415868E1    2.796683049725E1    2.720450245375E1    2.724096286689E1    2.724088650333E1    2.724088906736E1    2.724088921338E1
    1.216721672167E0    2.704100265863E1    5.883283253989E1    3.900060070266E1    2.774122112882E1    2.700788849317E1    2.704115192873E1    2.704100017836E1    2.704100248774E1    2.704100265116E1
    1.217821782178E0    2.684178868574E1    5.871595936699E1    3.879429383193E1    2.751639219945E1    2.681190482738E1    2.684200705434E1    2.684178651544E1    2.684178851642E1    2.684178867784E1
    1.218921892189E0    2.664324538246E1    5.859911308060E1    3.858818454437E1    2.729234767077E1    2.661654553498E1    2.664352659580E1    2.664324358127E1    2.664324523779E1    2.664324537861E1
    1.220022002200E0    2.644537083867E1    5.848229381654E1    3.838227383789E1    2.706909150438E1    2.642180469458E1    2.644570890519E1    2.644536944251E1    2.644537073625E1    2.644537083864E1
    1.221122112211E0    2.624816314935E1    5.836550171057E1    3.817656271037E1    2.684662766192E1    2.622767638476E1    2.624855233460E1    2.624816216587E1    2.624816309621E1    2.624816314640E1
    1.222222222222E0    2.605162041458E1    5.824873689850E1    3.797105215972E1    2.662496010500E1    2.603415468414E1    2.605205523613E1    2.605161981802E1    2.605162040207E1    2.605162040721E1
    1.223322332233E0    2.585574073952E1    5.813199951611E1    3.776574318382E1    2.640409279524E1    2.584123367131E1    2.585621596186E1    2.585574046566E1    2.585574073837E1    2.585574073171E1
    1.224422442244E0    2.566052223439E1    5.801528969920E1    3.756063678057E1    2.618402969426E1    2.564890742486E1    2.566103286389E1    2.566052217548E1    2.566052220648E1    2.566052223057E1
    1.225522552255E0    2.546596301448E1    5.789860758356E1    3.735573394787E1    2.596477476368E1    2.545717002342E1    2.546650429429E1    2.546596301415E1    2.546596294094E1    2.546596301444E1
    1.226622662266E0    2.527206120011E1    5.778195330497E1    3.715103568361E1    2.574633196513E1    2.526601554556E1    2.527262860517E1    2.527206106761E1    2.527206108011E1    2.527206119721E1
    1.227722772277E0    2.507881491665E1    5.766532699922E1    3.694654298569E1    2.552870526020E1    2.507543806989E1    2.507940414860E1    2.507881449668E1    2.507881476238E1    2.507881490938E1
    1.228822882288E0    2.488622229445E1    5.754872880212E1    3.674225685200E1    2.531189861054E1    2.488543167502E1    2.488682927668E1    2.488622148040E1    2.488622212614E1    2.488622228674E1
    1.229922992299E0    2.469428146889E1    5.743215884944E1    3.653817828043E1    2.509591597776E1    2.469599072789E1    2.469490234150E1    2.469428019782E1    2.469428130977E1    2.469428146512E1
    1.231023102310E0    2.450299058034E1    5.731561727698E1    3.633430826889E1    2.488076132347E1    2.450711270618E1    2.450362169514E1    2.450298882797E1    2.450299045165E1    2.450299058030E1
    1.232123212321E0    2.431234777413E1    5.719910422053E1    3.613064781526E1    2.466643860931E1    2.431879698557E1    2.431298568970E1    2.431234554989E1    2.431234769016E1    2.431234777127E1
    1.233223322332E0    2.412235120057E1    5.708261981588E1    3.592719791744E1    2.445295179688E1    2.413104296879E1    2.412299267726E1    2.412234854263E1    2.412235116369E1    2.412235119340E1
    1.234323432343E0    2.393299901491E1    5.696616419882E1    3.572395957332E1    2.424030484780E1    2.394385005860E1    2.393364100992E1    2.393299598522E1    2.393299901062E1    2.393299900730E1
    1.235423542354E0    2.374428937734E1    5.684973750514E1    3.552093378081E1    2.402850172370E1    2.375721765774E1    2.374492903975E1    2.374428605670E1    2.374428937098E1    2.374428937361E1
    1.236523652365E0    2.355622045299E1    5.673333987063E1    3.531812153779E1    2.381754638620E1    2.357114516897E1    2.355685511886E1    2.355621693613E1    2.355622041233E1    2.355622045295E1
    1.237623762376E0    2.336879041188E1    5.661697143109E1    3.511552384216E1    2.360744279692E1    2.338563199502E1    2.336941759932E1    2.336878680252E1    2.336879032487E1    2.336879040906E1
    1.238723872387E0    2.318199742894E1    5.650063232229E1    3.491314169182E1    2.339819491747E1    2.320067753865E1    2.318261483324E1    2.318199383494E1    2.318199729948E1    2.318199742186E1
    1.239823982398E0    2.299583968399E1    5.638432268004E1    3.471097608465E1    2.318980670947E1    2.301628120260E1    2.299644517269E1    2.299583621242E1    2.299583952705E1    2.299583967647E1
    1.240924092409E0    2.281031536171E1    5.626804264012E1    3.450902801856E1    2.298228213455E1    2.283244238963E1    2.281090696977E1    2.281031211399E1    2.281031519846E1    2.281031535802E1
    1.242024202420E0    2.262542265167E1    5.615179233832E1    3.430729849143E1    2.277562515432E1    2.264916050248E1    2.262599857656E1    2.262541971870E1    2.262542250460E1    2.262542265163E1
    1.243124312431E0    2.244115974827E1    5.603557191044E1    3.410578850117E1    2.256983973041E1    2.246643494389E1    2.244171834516E1    2.244115720559E1    2.244115963634E1    2.244115974550E1
    1.244224422442E0    2.225752485073E1    5.591938149226E1    3.390449904567E1    2.236492982443E1    2.228426511661E1    2.225806462765E1    2.225752275371E1    2.225752478457E1    2.225752484376E1
    1.245324532453E0    2.207451616313E1    5.580322121958E1    3.370343112283E1    2.216089939800E1    2.210265042340E1    2.207503577612E1    2.207451454208E1    2.207451614017E1    2.207451615571E1
